link_wine,titulo,comentario_sommelier,preco_total,preco_associado,desconto,tipo,uvas,pais,regiao,vinicola,teor_alcoolico,amadurecimento,classificacao,visual,aroma,gustativo,temperatura_servico,potencial_guarda,harmonizacao,quantidade_avaliacoes,nota
https://www.wine.com.br/vinhos/w-explorer-series-maison-bouachon-a-o-c-cotes-du-rhone-2015/prod17636.html,W Explorer Series Maison Bouachon A.O.C. Côtes-du-Rhône 2015,"Tinto de aromas de frutas negras e ervas, com toques de especiarias. Tem paladar de corpo médio, acidez agradável, frutado, taninos presentes. Foi elaborado com uvas de quatro diferentes departamentos do Vale do Rhône, Ardèche, Gard, Vaucluse e Drôme, e com as cinco principais uvas tintas da região, Grenache, Syrah, Carignan, Mourvèdre e Marselan, mancando assim a influência de diferentes terroirs e suas variedades, neste exemplar que por sua singularidade e qualidade integra o Projeto W, uma seleção especial de vinhos que se destacaram entre os melhores já selecionados pelos nossos Winehunters.",79.9,67.92,15.0,Tinto,"Grenache  (59%), Syrah (35%), Carignan  (3%), Mourvèdre (2%), Marselan (1%)",França,Côtes du Rhône,Maison Bouachon,14.00% ABV,8 meses em tanques de ???,Seco,Rubi,"Frutas negras, ervas, especiarias","Corpo médio, acidez agradável, frutado, taninos presentes",16 °C,8 anos,"Medalhão ao molho de ervas de Provence, boeuf bourguignon, ravioli de abóbora moranga ao fonduta de canastra, carré de cordeiro ao molho de jabuticaba com risoto de parmesão, pappardelle com ragu de pato, e queijos semiduros.",1.0,5.0
https://www.wine.com.br/vinhos/fortant-de-france-terroir-littoral-cabernet-sauvignon-2017/prod20608.html,Fortant de France Terroir Littoral Cabernet Sauvignon 2017,"Elaborado no sul da França, o nome Terroir Littoral faz referência a localização dos vinhedos, próximos ao Mar Mediterrâneo. Fácil de beber e ideal para combinar com pratos do dia a dia, esse tinto é produzido pela Fortant de France, uma vinícola que busca expressar o melhor do terroir do sul do país e a personalidade das uvas em vinhos varietais.",79.9,67.92,15.0,Tinto,Cabernet Sauvignon (100%),França,Languedoc,Fortant ,13.00% ABV,3 meses sobre as borras.,Seco,Rubi,"Frutas vermelhas frescas, especiarias, violeta","Bom corpo, acidez presente, taninos macios",15 °C,5 anos,"Filé à parmegiana, penne à bolonhesa, batata recheada com queijo e bacon, arroz carreteiro, pizza, frango grelhado com legumes.",10.0,3.5
https://www.wine.com.br/vinhos/canepa-famiglia-reserva-cabernet-sauvignon-2016/prod17560.html,Canepa Famiglia Reserva Cabernet Sauvignon 2016,"Integrante da linha Famiglia Reserva, esse tinto é elaborado com a Cabernet Sauvignon, uma variedade de origem francesa considerada a rainha das uvas tintas, devido ao seu potencial de adaptação em diferentes terrois. Com um estilo que agrada com facilidade, esse rótulo foi pontuado pelo crítico James Suckling.",-1.0,-1.0,,Tinto,Cabernet Sauvignon (100%),Chile,Valle Central ,Viña Canepa,13.50% ABV,9 meses em barricas de carvalho.,Seco,Rubi intenso.,"Frutas vermelhas e negras maduras, notas amadeiradas e de chocolate.","Fresco, com médio corpo e taninos presentes.",15 °C,5 anos,"Maminha grelhada, tomates recheados, espaguete à carbonara, escondidinho de carne seca, risoto de filé-mignon, churrasco.",13.0,4.0
https://www.wine.com.br/vinhos/pavillon-saint-pierre-reserve-2016/prod20512.html,Pavillon Saint Pierre Réserve 2016,"As uvas que compõem esse assemblage foram selecionadas especialmente, no qual a Grenache cede elegância, a Syrah estrutura, a Marselan harmonia, a Carignan densidade e a Mourvèdre a complexidade. O charme ainda fica por conta da numeração exclusiva de cada garrafa, pois é uma uma produção limitada.",79.9,67.92,15.0,Tinto,"Syrah, Mourvèdre, Carignan , Marselan, Grenache ",França,Vallée du Rhône,Maison Bouachon,14.00% ABV,8 meses em tanques de aço inox.,Seco,Rubi intenso,"Frutas negras, especiarias, ervas finas","Médio corpo, taninos macios, acidez agradável, frutado",15 °C,6 anos,"Mignon ao molho poivre, bisteca suína com gratin de batatas, risoto de arroz vermelho e cogumelos, coq au vin, boeuf bourguignon, queijos semiduros.",18.0,3.5
https://www.wine.com.br/vinhos/fortant-de-france-terroir-littoral-grenache-rose-2018/prod22420.html,Fortant de France Terroir Littoral Grenache Rosé 2018,"Com um estilo jovem, frutado e muito fácil de beber, esse rosé é elaborado na Indicação Geográfica Protegida Pays d'Oc, situada no sul da França. O nome Terroir Littoral faz referência a localização dos vinhedos que originam esse exemplar, plantados em vales costeiros ao redor da cidade marítima de Sète.",79.9,67.92,15.0,Rosé,Grenache  (100.00%),França,Languedoc-Roussillon,Fortant ,12.00% ABV,1 mês em tanques de aço inox sobre as borras. ,Seco,Rosa claro,"Morango, cereja, framboesa, amora, floral","Frutado, leve, acidez presente",10 °C,4 anos,"Quiche de ricota, pastéis de queijo, risoto de camarão, lombo suíno com legumes, sushi e sashimi, canapés variados.",4.0,3.5
https://www.wine.com.br/vinhos/cellier-des-dauphins-signature-cru-a-o-c-cairanne-2017/prod22365.html,Cellier des Dauphins Signature Cru A.O.C. Cairanne 2017,"Este tinto traz o assemblage mais emblemático do sul da França, conhecido como GSM, por unir as uvas Grenache, Syrah e Mourvèdre. Amadurecido em tonéis de madeira, esse vinho é produzido em Cairanne, um cru de Côtes du Rhône. O termo ""cru"" se refere a terroirs muito específicos, é um sinônimo de qualidade e tipicidade.",120.0,61.2,49.0,Tinto,"Grenache , Mourvèdre, Syrah",França,Cairanne,Cellier des Dauphins,14.00% ABV,12 meses em tonéis de madeira.,Seco,Rubi,"Cereja negra, amora negra, mirtilo, ervas, tabaco, amadeirado","Encorpado, taninos presentes, boa acidez, amadeirado",15 °C,7 anos,"Pizza caseira de frigideira com gruyère e cogumelos, arroz de rabada, nhoque com mascarpone e parma, matambre recheado com farofa, rosbife com chimichurri, queijo provolone. 
",1.0,4.0
https://www.wine.com.br/vinhos/marianne-selena-blend-2015/prod19499.html,Marianne Selena Blend 2015,"A Marianne Wines, vinícola-boutique que recebe consultoria do famoso enólogo Michel Roland, tem por filosofia utilizar a tradição francesa em fazer vinhos para expressar em seus rótulos o terroir sul-africano, o que resulta em vinhos surpreendentes como este exemplar fermentado em recipientes de madeira. Aproveite!",81.1,68.94,15.0,Tinto,"Shiraz, Cabernet Sauvignon",África do Sul,Western Cape,Marianne Wine Estate,13.50% ABV,Breve em barricas de carvalho francês,Seco,Rubi,"Frutas vermelhas, especiarias","Médio corpo, fresco, frutado",15 °C,4 anos,"Arroz de pato, lombo de porco ao forno com farofa de banana, bife de chorizo, leitão com ameixas e batata baroa, risoto aos quatro queijos com especiarias, e queijos semiduros.",2.0,4.5
https://www.wine.com.br/vinhos/marianne-selena-pinotage-2016/prod17610.html,Marianne Selena Pinotage 2016,"Tinto com aromas de amora, banana, ameixa, e groselha madura, com notas de especiarias e defumado. Em boca é frutado, com taninos firmes, acidez agradável e bom final. Esse exemplar é elaborado com a uva que é o orgulho dos viticultores sul-africanos, a Pinotage. O competente trabalho da vinícola-boutique Marianne Wine Estate é percebido neste típico exemplar fermentado em recipientes de madeira, para agregar mais aromas e sabores.",81.1,68.94,15.0,Tinto,Pinotage (100%),África do Sul,Western Cape,Marianne Wine Estate,14.00% ABV,12 meses em tanques de aço inox com breve passagem por barricas de carvalho francês.,Seco,Rubi,"Amora, banana, ameixa, groselha madura, especiarias, defumado","Frutado, taninos firmes, acidez agradável, bom final",15 °C,5 anos,"Frango teriyaki, churrasco, risoto de carne-seca, rabada com polenta cremosa, nhoque à romana, e queijos semiduros.",1.0,4.0
https://www.wine.com.br/vinhos/protos-d-o-rueda-verdejo-2017/prod19338.html,Protos D.O Rueda Verdejo 2017,"Exemplar frutado, leve e com sutil toque de amargor, característica típica da Verdejo. Essa variedade é a principal uva branca da Denominação de Origem Rueda, localizada no norte da Espanha. Protos D.O. Rueda Verdejo recebeu 89 pontos Gilbert e Gaillard.",99.9,61.14,39.0,Branco,Verdejo (100%),Espanha,Rueda,Protos,13.00% ABV,3 meses em tanques de aço inox sobre as borras finas.,Seco,Amarelo-palha,"Frutas brancas, frutas cítricas","Leve, cítrico, boa acidez, final agradável",9 °C,4 anos,"Ceviche, canapés variados, anéis de lula à dorê, casquinha de siri, saladas, queijos frescos.",2.0,5.0
https://www.wine.com.br/vinhos/durbanville-hills-third-fill-old-oak-2015/prod16878.html,Durbanville Hills Third Fill Old Oak 2015,"Tinto elegante, com paladar de bom corpo, macio e fresco, acompanhado por aromas de frutas maduras e nuances de especiarias, cujas características demonstram a delicada influência do amadurecimento em barricas de carvalho de terceiro uso, que deixa uma marca mais suave da madeira no vinho. Exibe também a perícia da vinícola Durbanville Hills e dos seus enólogos na execução desse projeto.",79.9,67.92,15.0,Tinto,"Cabernet Sauvignon (70%), Merlot (20%), Petit Verdot (10%)",África do Sul,Durbanville,Durbanville Hills,14.00% ABV,12 meses em barricas de carvalho francês de terceiro uso.,Seco,Rubi,"Frutas negras maduras, frutas vermelhas maduras, vegetal, especiarias","Corpo de leve a médio, taninos macios, boa acidez, frutado, canela",16 °C,6 anos,"Escondidinho de carne-seca com queijo minas curado, paleta de cordeiro ao forno com batatas, risoto de beterraba, bucatini all¿amatriciana, escalope ao molho de vinho Marsala, e queijos semiduros.",20.0,3.0
https://www.wine.com.br/vinhos/durbanville-hills-first-fill-new-oak-2015/prod16879.html,Durbanville Hills First Fill New Oak 2015,"Aqui a influência do amadurecimento em barricas de carvalho novo se reflete no toque de aromas de chocolate e especiarias, unidos às notas frutadas, além de contribuir para a estrutura e equilíbrio do vinho em boca.",79.9,67.92,15.0,Tinto,"Cabernet Sauvignon (70%), Merlot (20%), Petit Verdot (10%)",África do Sul,Durbanville,Durbanville Hills,14.00% ABV,12 meses em barricas de carvalho francês de primeiro uso.,Seco,Rubi intenso,"Amoras, mirtilos, tosta, especiarias doces","Corpo médio, taninos presentes, acidez agradável, amadeirado",16 °C,7 anos,"Nhoque de abóbora ao molho pomodoro, coração de alcatra com legumes ao forno, joelho de porco defumado com farofa de banana, ravioli de carne ao molho sugo, bife de soja à parmigiana, e queijos semiduros.",7.0,4.0
https://www.wine.com.br/vinhos/w-explorer-series-barahonda-d-o-yecla-2014/prod17632.html,W Explorer Series Barahonda D.O. Yecla 2014,"Tinto com aromas de amora, groselha e ameixa, com notas de alcaçuz, baunilha e toque de tabaco. Em boca é amadeirado, possui médio corpo a encorpado, taninos presentes, acidez agradável e bom final. Elaborado pela Bodegas Barahonda, em Yecla na Espanha, este blend tem um perfil marcante, e por isso mesmo foi escolhido para integrar esta série única W Explores, cujos vinhos  destacaram-se entre os melhores selecionados pelos nossos Winehunters.",79.9,67.92,15.0,Tinto,"Monastrell (70%), Syrah (20%), Garnacha Tintorera (10%)",Espanha,Yecla,Barahonda,14.50% ABV,3 meses em barricas de carvalho francês.,Seco,Rubi,"Amora, groselha, ameixa, alcaçuz, baunilha, tabaco ","Amadeirado, médio corpo a encorpado, taninos presentes, acidez agradável, bom final",16 °C,8 anos,"Paella valenciana, baião de dois, rigatoni à bolonhesa, sopa de beterraba com creme de leite, galinha ao molho pardo, e queijos semiduros ou duros.",2.0,3.0
https://www.wine.com.br/vinhos/w-explorer-series-cecchi-riserva-d-o-c-g-chianti-classico-2013/prod17633.html,W Explorer Series Cecchi Riserva D.O.C.G. Chianti Classico 2013,"Frutas maduras, floral, folhas secas, notas de especiarias e nuances defumadas são os aromas deste tinto com boa acidez, médio corpo, taninos presentes e toque mineral. Esse rótulo pertence a uma Denominação de Origem Controlada e Garantida, a categoria mais alta das denominações italianas. Integrante do incrível e exclusivo projeto W Explorer Series, esse vinho é um típico Chianti Classico, assinado pela renomada Cecchi, uma vinícola com mais de 120 anos de experiência no mundo do vinho. Experimente a clássica harmonização, bistecca alla fiorentina com Chianti Classico.",79.9,67.92,15.0,Tinto,"Sangiovese (95%), Colorino (5%)",Itália,Chianti Classico,Cecchi,13.50% ABV,"14 meses em barricas de carvalho, mais 9 meses em garrafa.",Seco,Rubi.,"Frutas maduras, floral, folhas secas, especiarias, defumado.","Boa acidez, médio corpo, taninos presentes, mineral.",16 °C,7 anos,"Bisteca alla fiorentina, pappardelle ao sugo de javali, risoto de pato com shiitake, filé-mignon recheado com queijo camembert, polpetone napolitano, carré suíno ao molho de jabuticaba.",7.0,4.0
https://www.wine.com.br/vinhos/w-explorer-series-calyptra-valle-de-alto-cachapoal-2015/prod17635.html,W Explorer Series Calyptra Valle de Alto Cachapoal 2015,"Tinto com aromas de frutas negras, tosta, café e toque de pimenta. Seu paladar é encorpado, com taninos firmes, acidez agradável, amadeirado e de final longo. Este exemplar foi elaborado no Valle de Alto Cachapoal pela vinícola boutique Calyptra. O carvalho francês, oriundo da floresta Allier no centro da França, foi enviado diretamente para a vinícola, onde as barricas foram elaboradas, com toda a expertise de François Massoc, renomado enólogo que vem de uma família de toneleiros da Borgonha.",79.9,67.92,15.0,Tinto,"Cabernet Sauvignon (86%), Syrah (3%), Merlot (11%)",Chile,Alto Cachapoal,Calyptra,15.00% ABV,18 meses em barricas de carvalho francês.,Seco,Rubi intenso,"Frutas negras, tosta, café, pimenta","Encorpado, taninos firmes, acidez agradável, amadeirado, final longo",16 °C,9 anos,"Carré de cordeiro com charquicán crioulo, bife de chorizo com batatas rústicas, risoto de 3 cogumelos, bife de tira ao chimichurri, bruschetta de burrata, presunto cru e shitake na manteiga, nhoque ao ragu de linguiça calabresa.",5.0,3.0
https://www.wine.com.br/vinhos/enclos-du-wine-hunter-a-o-c-bordeaux-rose-2018/prod22478.html,Enclos du Wine Hunter A.O.C. Bordeaux Rosé 2018,"Esse exemplar rosé faz parte do lançamento do projeto criado pelos Winehunters da Wine, cuja ideia é encaixar bem no perfil que eles gostam de beber. Então, na taça, você vai encontrar um vinho com coloração requintada, aromático, com gostosa presença em boca, que nasceu em Bordeaux a partir do blend de duas uvas tintas e uma uva branca. Saúde!",78.7,66.9,15.0,Rosé,"Cabernet Franc (85.00%), Sauvignon Blanc (5.00%), Merlot (10.00%)",França,Bordeaux,Enclos du Wine Hunter,12.50% ABV,3 meses sobre as borras em tanques de aço inox.,Seco,Rosa-claro,Mescla de notas florais e frutas vermelhas,"Elegante, leve, fresco, frutado, final agradável",7 °C,2 anos,"Salada de brotos com cogumelos refogados com tofu, ceviche de salmão, farfalle ao molho alfredo, lula à dorê, bolinho de risoto recheado de queijo, bacalhau com natas.",10.0,4.0
https://www.wine.com.br/vinhos/enclos-du-wine-hunter-a-o-c-bordeaux-blanc-2018/prod22477.html,Enclos du Wine Hunter A.O.C. Bordeaux Blanc 2018,"Vinho branco elaborado a partir do blend de três uvas importantes em Bordeaux. Faz parte do lançamento do projeto criado pelos Winehunters da Wine, cuja ideia é encaixar bem no perfil que eles gostam de beber. Nesse caso, o vinho possui corpo leve, acidez em perfeito equilíbrio com as notas frutadas e que pode ser harmonizado com refeições e/ou momentos.",78.7,66.9,15.0,Branco,"Sauvignon Blanc (60.00%), Sauvignon Gris (20.00%), Sémillon (20.00%)",França,Bordeaux,Enclos du Wine Hunter,12.50% ABV,3 meses sobre as borras em tanques de aço inox.,Seco,Amarelo-palha,"Notas cítricas, floral, maçã, pêssego","Leve, acidez agradável, frutado, fácil de beber, boa persistência",7 °C,2 anos,"Pizza caprese, risoto de limão siciliano, isca de tilápia, burrata ao pesto, salada caesar, pipoca salgada.",6.0,4.5
https://www.wine.com.br/vinhos/enclos-du-wine-hunter-a-o-c-bordeaux-rouge-2018/prod22529.html,Enclos du Wine Hunter A.O.C. Bordeaux Rouge 2018,"Esse é um vinho que faz parte de um projeto que foi idealizado pelos Winehunters da Wine. A ideia era dar vida a vinhos que eles gostam de beber nos momentos de relaxamento e, claro, com uvas de Bordeaux. Aproveite esse tinto bordalês cheio de personalidade que foi elaborado com muito carinho.",78.7,66.9,15.0,Tinto,"Cabernet Sauvignon (50.00%), Merlot (40.00%), Cabernet Franc (10.00%)",França,Bordeaux,Enclos du Wine Hunter,13.50% ABV,Em barricas de carvalho francês.,Seco,Rubi,"Frutas vermelhas frescas, floral, especiarias","Frutado, corpo de leve para médio, taninos macios, boa acidez, final agradável",15 °C,5 anos,"Mix de queijos semi-maduros, filé-mignon com molho madeira, batata recheada com queijo e bacon, escondidinho de carne-seca, cogumelos recheados, talharim com ragu de carne.",1.0,5.0
https://www.wine.com.br/vinhos/pueblo-del-sol-crianza-en-roble-petit-verdot-2017/prod20694.html,Pueblo del Sol Crianza en Roble Petit Verdot 2017,"Esse tinto com estilo gastronômico traz a Petit Verdot, uma uva de origem francesa tida como rara no Uruguai, pois ainda é pouco cultivada no país. Expressado excelentes resultados de sua adaptação no terroir local, é uma ótima oportunidade para descobrir novos sabores desse país boutique.",78.7,40.14,49.0,Tinto,Petit Verdot (100%),Uruguai,Canelones,Pueblo del Sol,13.00% ABV,16 a 20 meses em barricas de carvalho francês e americano. ,Seco,Rubi,"Morango, framboesa, cereja, amora, especiarias doces","Gastronômico, médio corpo, boa acidez, taninos macios, leve amadeirado",15 °C,6 anos,"Salada de alface frissé com bacon e grão de bico, escondidinho com ragu de linguiça, arroz carreteiro, polpetone à parmegiana, fraldinha recheada, penne ao molho de cogumelos. ",24.0,3.5
https://www.wine.com.br/vinhos/pueblo-del-sol-crianza-en-roble-tannat-2016/prod20693.html,Pueblo del Sol Crianza en Roble Tannat 2016,"Esse exemplar traz toda a potência e intensidade da Tannat, uva emblemática do Uruguai. O longo amadurecimento em barricas de carvalho agregou complexidade aromática e gustativa ao vinho.",78.7,40.14,49.0,Tinto,Tannat (100%),Uruguai,Canelones,Pueblo del Sol,13.00% ABV,16 a 20 meses em barricas de carvalho francês e americano.,Seco,Rubi intenso,"Ameixa, mirtilo, couro, especiarias","Corpo de médio para encorpado, taninos presentes, boa acidez, bom final",15 °C,6 anos,"Batata rosti recheada com rosbife e bacon, costelinha suína, filé ao molho madeira, picanha invertida, risoto de costelinha defumada, talharim com ragu de cordeiro.",9.0,3.0
https://www.wine.com.br/vinhos/apothic-crush-2016/prod22142.html,Apothic Crush 2016,"A linha Apothic possui tintos que expressam o estilo e a tipicidade dos vinhos californianos, mas cada rótulo traz uma característica que se destaca e alguma diferença no assemblage. Entre as uvas que se diferenciam, o Crush conta com uma parcela de Pinot Noir e em seus aromas o chocolate e a baunilha dominam.",89.9,76.42,15.0,Tinto,"Teroldego, Pinot Noir, Zinfandel, Petite Sirah",Estados Unidos,Califórnia,Apothic,14.50% ABV,De 3 a 6 meses em carvalho. ,Meio Seco/Demi-Sec,Rubi intenso,"Frutas maduras, baunilha, especiarias, chocolate","Frutado, médio corpo, taninos presentes, boa acidez, doçura discreta",15 °C,5 anos,"Costelinha suína, filé à parmegiana, risoto de pepperoni com queijo, churrasco, comida mexicana, frango teriyaki.",5.0,5.0
https://www.wine.com.br/vinhos/tenuta-sant-antonio-scaia-i-g-t-veneto-rosato-2017/prod20073.html,Tenuta Sant'Antonio Scaia I.G.T. Veneto Rosato 2017,"Este rosé chegou para integrar a linha de sucesso Scaia. Com um estilo frutado e fácil de beber, esse vinho traz a Rondinella, uma uva tinta italiana cultivada no Veneto, região que detém 87% de seus vinhedos. Essa variedade também pode ser encontrada na Toscana, porém em menores proporções.",87.9,74.72,15.0,Rosé,Rondinella (100%),Itália,Veneto,Tenuta Sant'Antonio,12.50% ABV,Em tanques de aço inox.,Meio Seco/Demi-Sec,Salmão claro,"Floral, leve frutado, toque cítrico","Leve, acidez agradável, fácil de beber, traço de doçura",9 °C,3 anos,"Pizza caprese, espaguete ao molho rosé, tomates recheados, salmão grelhado, bruschetta de queijo com tomate, camarões empanados. ",13.0,4.5
https://www.wine.com.br/vinhos/tenuta-sant-antonio-scaia-bianco-2017-/prod19781.html,Tenuta Sant`Antonio Scaia Bianco 2017.,"Produzido com a Garganega, uma variedade branca nativa do Vêneto, somada a famosa uva francesa Chardonnay, esse rótulo expressa um estilo moderno, que agrada com facilidade, além de ser gastronômico, ideal para acompanhar várias receitas. Saboroso e cheio de personalidade, traz como vedante a charmosa rolha de vidro.",87.9,57.53,35.0,Branco,"Garganega (55%), Chardonnay (45%)",Itália,Delle Venezie,Tenuta Sant'Antonio,12.50% ABV,Em tanques de aço inox.,Meio Seco/Demi-Sec,Amarelo-claro com reflexos esverdeados,"Flores brancas, maracujá, laranja, abacaxi, manga, maçã","Frutado, leve, boa acidez, bom final",10 °C,4 anos,"Linguado com legumes no papilote, ceviche de salmão, tagliatele ao pesto, bisteca ao molho de abacaxi, risoto de abobrinha e queijo brie, e queijos frescos.",21.0,5.0
https://www.wine.com.br/vinhos/antuco-gran-reserva-chardonnay-2017/prod22058.html,Antuco Gran Reserva Chardonnay 2017,Vinho branco elaborado com a uva Chardonnay que uma parte fermenta em barricas de carvalho e também amadurece nessas barricas durante 6 meses para garantir boa harmonia e complexidade. A vinícola responsável é a Cremaschi que utiliza métodos de elaboração tradicionais e a sustentabilidade é o pilar na produção dos vinhos.,72.0,61.2,15.0,Branco,Chardonnay (100%),Chile,Valle del Maule,Vineyards Cremaschi Furlotti,13.50% ABV,6 meses parte do vinho amadureceu em barricas de carvalho francês.,Seco,Amarelo-claro,"Abacaxi, cítrico, baunilha, toque da madeira","Médio corpo, acidez agradável, toque amanteigado, notas do amadurecimento",8 °C,4 anos,"Gratin de batata e queijo de minas padrão, pernil suíno defumado, salmão grelhado, massa com frutos do mar, bruschettas gratinadas, mix de queijos.
",5.0,4.5
https://www.wine.com.br/vinhos/miguel-torres-gran-reserva-carmenere-2016/prod22648.html,Miguel Torres Gran Reserva Carménère 2016,"Produzido com a uva emblemática do Chile, a Carménère, este tinto é aromático e estruturado no paladar. Amadurecido em barricas novas de carvalho francês, esse exemplar integra a linha Gran Reserva da renomada vinícola Miguel Torres.",105.8,89.93,15.0,Tinto,Carménère (100.00%),Chile,Valle Central ,Miguel Torres,13.50% ABV,15 meses em barricas de carvalho francês novas.,Seco,Rubi,"Amora, chocolate, menta, pimenta, vegetal, defumado","Encorpado, taninos macios, boa acidez, amadeirado, frutado",15 °C,7 anos,"Medalhão de lombo com bacon, torta de carne-seca e abóbora, maminha na manteiga, penne ao ragu de linguiça toscana, risoto de parmesão, queijos duros.",15.0,4.5
https://www.wine.com.br/vinhos/miguel-torres-gran-reserva-cabernet-sauvignon-2015/prod22141.html,Miguel Torres Gran Reserva Cabernet Sauvignon 2015,"Este tinto traz no aroma e no paladar, notas do amadurecimento em barricas de carvalho. Tem um estilo típico de Cabernet Sauvignon chileno. Integrante da linha Gran Reserva, um dos primeiros projetos da família espanhola Torres, na sede chilena da vinícola, esse vinho encanta deste a apresentação da garrafa.",105.8,89.93,15.0,Tinto,Cabernet Sauvignon (100%),Chile,Valle de Curicó,Miguel Torres,13.50% ABV,15 meses em barricas de carvalho francês.,Seco,Rubi ,"Frutas maduras, herbáceo, pimenta, café, notas de madeira","Corpo de médio para encorpado, taninos presentes, fresco, frutado, amadeirado",,7 anos,"Picanha na chapa, risoto de mignon, churrasco, lasanha de berinjela com queijo, maminha acebolada, lasanha quatro queijos.",22.0,4.0
https://www.wine.com.br/vinhos/apothic-rose-2017-/prod20261.html,Apothic Rosé 2017.,"Com um estilo que agrada com facilidade, esse rosé que possui uma presença marcante de frutas no aroma e no paladar, integra a linha californiana Apothic. Para ser degustado sozinho em um happy hour com os amigos ou harmonizado em um almoço de família, esse rótulo proporciona a leveza e descontração da sua região de origem.",89.9,61.13,32.0,Rosé,"Pinot Noir (9%), Sangiovese (7%), Grenache  (33%), Carignan  (22%), Tempranillo (18%), Outras uvas (11%)",Estados Unidos,Califórnia,Apothic,12.50% ABV,Não passa por amadurecimento.,Meio Seco/Demi-Sec,Rosa claro,Frutas vermelhas frescas,"Leve, acidez agradável, traço de doçura, fruta em evidência",10 °C,3 anos,"Espetinho de camarão frito, espaguete ao molho rosé com champignon, filé de frango grelhado com legumes, risoto caprese, tomate recheado com salmão, salada tropical.",6.0,4.5
https://www.wine.com.br/vinhos/barranc-del-rei-d-o-p-valencia-blanco-2017/prod20758.html,Barranc del Rei D.O.P. Valencia Blanco 2017,"Todo o cuidado do produtor durante o processo de produção, associado à excelente safra de 2017, deu vida a um vinho branco cheio de caráter e equilibrado. Degustado à temperatura ideal, é um ótimo convite para curtir o tropicalismo do nosso país. Aproveite-o para fazer drinks, aproveitar sozinho ou mesmo harmonizado.",71.6,45.03,37.0,Branco,"Chardonnay (25%), Verdejo (25%), Sauvignon Blanc (25%), Moscatel (25%)",Espanha,Valencia,La Casa de Las Vides,12.50% ABV,Em tanques de aço inox.,Seco,Amarelo-claro,"Frutas amarelas, lichia, floral","Leve, acidez agradável, frutado",9 °C,3 anos,"Carpaccio de pupunha, pastel de queijo, arroz de mariscos, badejo assado com legumes, goujons de frango ao gergelim, espetinho de camarão.",1.0,4.0
https://www.wine.com.br/vinhos/maycas-reserva-sumaq-chardonnay-2017-/prod19260.html,Maycas Reserva Sumaq Chardonnay 2017.,"Elaborado no extremo norte do Chile, em uma das áreas com os céus mais claros do mundo, o rótulo deste vinho celebra a civilização que antigamente habitava o Valle del Limarí, enfatizando o cultivo em terraços, típicos dessa cultura. Pontuado com 91 pontos no Guia Descorchados.",71.6,60.86,15.0,Branco,Chardonnay (100%),Chile,Valle del Limarí,Maycas del Limarí,13.50% ABV,7 meses em barricas de carvalho francês.,Seco,Amarelo-palha,"Frutas brancas, cítrico, mineral","Frutado, leve, boa acidez",8 °C,4 anos,"Ostras frescas ao limão, espaguete com frutos do mar, frango à kiev com risoto de açafrão, anchova grelhada com tomates verdes fritos, pizza quatro queijos, queijos frescos.",8.0,3.5
https://www.wine.com.br/vinhos/maycas-del-limari-reserva-sumaq-syrah-tinto-2017/prod19861.html,Maycas Del Limarí Reserva Sumaq Syrah Tinto 2017,"Produzido no extremo norte do Chile, este vinho é assinado por Marcelo Papa, um renomado enólogo que conhece com detalhes o terroir do Valle del Limarí. O rótulo deste vinho celebra a civilização que antigamente habitava o Valle del Limarí, enfatizando o cultivo em terraços, típicos dessa cultura.",71.6,60.86,15.0,Tinto,Syrah (100.00%),Chile,Valle del Limarí,Maycas del Limarí,13.50% ABV,8 meses em barricas de carvalho francês.,Seco,Rubi,"Frutas vermelhas, especiarias, chocolate, defumado","Médio corpo, boa acidez, taninos macios",15 °C,6 anos,"Polenta com ragu de costela, carne seca na moranga, risoto de bacon com tomate seco, nhoque ao molho de calabresa, cupim no bafo, queijos duros.",4.0,4.0
https://www.wine.com.br/vinhos/famille-j-m-cazes-l-ostal-rose-2017/prod19327.html,Famille J-M Cazes L'Ostal Rosé 2017,"Com um estilo típico dos rosés do sul da França, esse vinho possui um paladar delicado, fácil de beber. Amadurecido apenas em tanques de aço inox, para preservar as características naturais das uvas Syrah e Grenache, esse rótulo conta com a experiência do renomado Domaines Jean-Michel Cazes.",-1.0,-1.0,,Rosé,"Grenache  (50%), Syrah (50%)",França,Languedoc-Roussillon,Domaines Jean-Michel Cazes,13.00% ABV,Em tanques de aço inox.,Seco,Rosa claro,"Frutas vermelhas frescas, floral","Leve, frutado, acidez agradável",9 °C,4 anos,"Bobó de camarão, arroz de polvo, mariscada, salmão grelhado com legumes, espaguete com frutos do mar, pizzas picantes.",4.0,4.0
